fips	county	state	medvalue
17111	"McHenry County, Illinois"	il	220500
17113	"McLean County, Illinois"	il	157200
17115	"Macon County, Illinois"	il	93300
17117	"Macoupin County, Illinois"	il	93900
17119	"Madison County, Illinois"	il	124600
17121	"Marion County, Illinois"	il	70300
17123	"Marshall County, Illinois"	il	100600
17125	"Mason County, Illinois"	il	82100
17127	"Massac County, Illinois"	il	80200
17129	"Menard County, Illinois"	il	119100
17131	"Mercer County, Illinois"	il	98100
17133	"Monroe County, Illinois"	il	193900
17135	"Montgomery County, Illinois"	il	79500
17137	"Morgan County, Illinois"	il	91000
17139	"Moultrie County, Illinois"	il	95400
17141	"Ogle County, Illinois"	il	149500
17143	"Peoria County, Illinois"	il	123200
17145	"Perry County, Illinois"	il	78000
17147	"Piatt County, Illinois"	il	120800
17149	"Pike County, Illinois"	il	74700
17151	"Pope County, Illinois"	il	98900
17153	"Pulaski County, Illinois"	il	55300
17155	"Putnam County, Illinois"	il	126500
17157	"Randolph County, Illinois"	il	92100
17159	"Richland County, Illinois"	il	78100
17161	"Rock Island County, Illinois"	il	113800
17163	"St. Clair County, Illinois"	il	123700
17165	"Saline County, Illinois"	il	70500
17167	"Sangamon County, Illinois"	il	126200
17169	"Schuyler County, Illinois"	il	76600
17171	"Scott County, Illinois"	il	82900
17173	"Shelby County, Illinois"	il	86100
17175	"Stark County, Illinois"	il	88300
17177	"Stephenson County, Illinois"	il	101800
17179	"Tazewell County, Illinois"	il	132000
17181	"Union County, Illinois"	il	87500
17183	"Vermilion County, Illinois"	il	75300
17185	"Wabash County, Illinois"	il	80900
17187	"Warren County, Illinois"	il	81500
17189	"Washington County, Illinois"	il	107900
17191	"Wayne County, Illinois"	il	75700
17193	"White County, Illinois"	il	72200
17195	"Whiteside County, Illinois"	il	99400
17197	"Will County, Illinois"	il	219400
17199	"Williamson County, Illinois"	il	93700
17201	"Winnebago County, Illinois"	il	123400
17203	"Woodford County, Illinois"	il	158600
18001	"Adams County, Indiana"	in	116100
18003	"Allen County, Indiana"	in	112700
18005	"Bartholomew County, Indiana"	in	134900
18007	"Benton County, Indiana"	in	84300
18009	"Blackford County, Indiana"	in	70400
18011	"Boone County, Indiana"	in	179000
18013	"Brown County, Indiana"	in	157400
18015	"Carroll County, Indiana"	in	103900
18017	"Cass County, Indiana"	in	81900
18019	"Clark County, Indiana"	in	127400
18021	"Clay County, Indiana"	in	91300
18023	"Clinton County, Indiana"	in	97300
18025	"Crawford County, Indiana"	in	83300
18027	"Daviess County, Indiana"	in	105500
18029	"Dearborn County, Indiana"	in	160400
18031	"Decatur County, Indiana"	in	112000
18033	"DeKalb County, Indiana"	in	107800
18035	"Delaware County, Indiana"	in	89600
18037	"Dubois County, Indiana"	in	133200
18039	"Elkhart County, Indiana"	in	121700
18041	"Fayette County, Indiana"	in	81700
18043	"Floyd County, Indiana"	in	150400
18045	"Fountain County, Indiana"	in	88800
18047	"Franklin County, Indiana"	in	150100
18049	"Fulton County, Indiana"	in	95600
18051	"Gibson County, Indiana"	in	104400
18053	"Grant County, Indiana"	in	80100
18055	"Greene County, Indiana"	in	88800
18057	"Hamilton County, Indiana"	in	215600
18059	"Hancock County, Indiana"	in	155400
18061	"Harrison County, Indiana"	in	122100
18063	"Hendricks County, Indiana"	in	159800
18065	"Henry County, Indiana"	in	94200
18067	"Howard County, Indiana"	in	98500
18069	"Huntington County, Indiana"	in	97100
18071	"Jackson County, Indiana"	in	117100
18073	"Jasper County, Indiana"	in	146200
18075	"Jay County, Indiana"	in	79300
18077	"Jefferson County, Indiana"	in	111500
18079	"Jennings County, Indiana"	in	89700
18081	"Johnson County, Indiana"	in	144300
18083	"Knox County, Indiana"	in	84100
18085	"Kosciusko County, Indiana"	in	132200
18087	"LaGrange County, Indiana"	in	160200
18089	"Lake County, Indiana"	in	136600
18091	"LaPorte County, Indiana"	in	122800
18093	"Lawrence County, Indiana"	in	98200
18095	"Madison County, Indiana"	in	92800
18097	"Marion County, Indiana"	in	118000
18099	"Marshall County, Indiana"	in	124600
18101	"Martin County, Indiana"	in	88500
18103	"Miami County, Indiana"	in	84100
18105	"Monroe County, Indiana"	in	156300
18107	"Montgomery County, Indiana"	in	108300
18109	"Morgan County, Indiana"	in	141200
18111	"Newton County, Indiana"	in	112000
18113	"Noble County, Indiana"	in	112700
18115	"Ohio County, Indiana"	in	137900
18117	"Orange County, Indiana"	in	88100
18119	"Owen County, Indiana"	in	101900
18121	"Parke County, Indiana"	in	87600
18123	"Perry County, Indiana"	in	97300
18125	"Pike County, Indiana"	in	85800
18127	"Porter County, Indiana"	in	165700
18129	"Posey County, Indiana"	in	127900
18131	"Pulaski County, Indiana"	in	94900
18133	"Putnam County, Indiana"	in	125800
18135	"Randolph County, Indiana"	in	76200
18137	"Ripley County, Indiana"	in	132000
18139	"Rush County, Indiana"	in	104700
18141	"St. Joseph County, Indiana"	in	115100
18143	"Scott County, Indiana"	in	101400
18145	"Shelby County, Indiana"	in	125000
18147	"Spencer County, Indiana"	in	113300
18149	"Starke County, Indiana"	in	96900
18151	"Steuben County, Indiana"	in	123000
18153	"Sullivan County, Indiana"	in	77600
18155	"Switzerland County, Indiana"	in	110800
18157	"Tippecanoe County, Indiana"	in	130900
18159	"Tipton County, Indiana"	in	108300
18161	"Union County, Indiana"	in	103200
18163	"Vanderburgh County, Indiana"	in	112900
18165	"Vermillion County, Indiana"	in	75100
18167	"Vigo County, Indiana"	in	91600
18169	"Wabash County, Indiana"	in	95000
18171	"Warren County, Indiana"	in	99500
18173	"Warrick County, Indiana"	in	146300
18175	"Washington County, Indiana"	in	101500
18177	"Wayne County, Indiana"	in	94100
18179	"Wells County, Indiana"	in	112500
18181	"White County, Indiana"	in	109800
18183	"Whitley County, Indiana"	in	126300
19001	"Adair County, Iowa"	ia	90900
19003	"Adams County, Iowa"	ia	85200
19005	"Allamakee County, Iowa"	ia	114400
19007	"Appanoose County, Iowa"	ia	77600
19009	"Audubon County, Iowa"	ia	71100
19011	"Benton County, Iowa"	ia	131500
19013	"Black Hawk County, Iowa"	ia	123600
19015	"Boone County, Iowa"	ia	117300
19017	"Bremer County, Iowa"	ia	145300
19019	"Buchanan County, Iowa"	ia	122200
19021	"Buena Vista County, Iowa"	ia	97700
19023	"Butler County, Iowa"	ia	100400
19025	"Calhoun County, Iowa"	ia	72200
19027	"Carroll County, Iowa"	ia	105700
19029	"Cass County, Iowa"	ia	88100
19031	"Cedar County, Iowa"	ia	132800
19033	"Cerro Gordo County, Iowa"	ia	110800
19035	"Cherokee County, Iowa"	ia	80200
19037	"Chickasaw County, Iowa"	ia	95900
19039	"Clarke County, Iowa"	ia	84900
19041	"Clay County, Iowa"	ia	105400
19043	"Clayton County, Iowa"	ia	102400
19045	"Clinton County, Iowa"	ia	110300
19047	"Crawford County, Iowa"	ia	83100
19049	"Dallas County, Iowa"	ia	184100
19051	"Davis County, Iowa"	ia	99700
19053	"Decatur County, Iowa"	ia	77700
19055	"Delaware County, Iowa"	ia	125300
19057	"Des Moines County, Iowa"	ia	93900
19059	"Dickinson County, Iowa"	ia	159700
19061	"Dubuque County, Iowa"	ia	145900
19063	"Emmet County, Iowa"	ia	82200
19065	"Fayette County, Iowa"	ia	85400
19067	"Floyd County, Iowa"	ia	90200
19069	"Franklin County, Iowa"	ia	87500
19071	"Fremont County, Iowa"	ia	94100
19073	"Greene County, Iowa"	ia	78200
19075	"Grundy County, Iowa"	ia	123700
19077	"Guthrie County, Iowa"	ia	97100
19079	"Hamilton County, Iowa"	ia	91400
19081	"Hancock County, Iowa"	ia	85300
19083	"Hardin County, Iowa"	ia	89900
19085	"Harrison County, Iowa"	ia	108200
19087	"Henry County, Iowa"	ia	103700
19089	"Howard County, Iowa"	ia	91800
19091	"Humboldt County, Iowa"	ia	84900
19093	"Ida County, Iowa"	ia	76400
19095	"Iowa County, Iowa"	ia	138000
19097	"Jackson County, Iowa"	ia	110000
19099	"Jasper County, Iowa"	ia	113100
19101	"Jefferson County, Iowa"	ia	92400
19103	"Johnson County, Iowa"	ia	186000
19105	"Jones County, Iowa"	ia	122100
19107	"Keokuk County, Iowa"	ia	75700
19109	"Kossuth County, Iowa"	ia	91100
19111	"Lee County, Iowa"	ia	83100
19113	"Linn County, Iowa"	ia	144300
19115	"Louisa County, Iowa"	ia	95400
19117	"Lucas County, Iowa"	ia	82700
19119	"Lyon County, Iowa"	ia	105700
19121	"Madison County, Iowa"	ia	160700
19123	"Mahaska County, Iowa"	ia	100900
19125	"Marion County, Iowa"	ia	132000
19127	"Marshall County, Iowa"	ia	105400
19129	"Mills County, Iowa"	ia	149400
19131	"Mitchell County, Iowa"	ia	108100
19133	"Monona County, Iowa"	ia	77800
19135	"Monroe County, Iowa"	ia	95200
19137	"Montgomery County, Iowa"	ia	79600
19139	"Muscatine County, Iowa"	ia	124400
19141	"O'Brien County, Iowa"	ia	93000
19143	"Osceola County, Iowa"	ia	75600
19145	"Page County, Iowa"	ia	77700
19147	"Palo Alto County, Iowa"	ia	83400
19149	"Plymouth County, Iowa"	ia	129800
19151	"Pocahontas County, Iowa"	ia	60600
19153	"Polk County, Iowa"	ia	154400
19155	"Pottawattamie County, Iowa"	ia	126300
19157	"Poweshiek County, Iowa"	ia	117600
19159	"Ringgold County, Iowa"	ia	78500
19161	"Sac County, Iowa"	ia	79700
19163	"Scott County, Iowa"	ia	143600
19165	"Shelby County, Iowa"	ia	104700
19167	"Sioux County, Iowa"	ia	131200
19169	"Story County, Iowa"	ia	162200
19171	"Tama County, Iowa"	ia	101300
19173	"Taylor County, Iowa"	ia	66400
19175	"Union County, Iowa"	ia	91600
19177	"Van Buren County, Iowa"	ia	69700
19179	"Wapello County, Iowa"	ia	78800
19181	"Warren County, Iowa"	ia	154100
19183	"Washington County, Iowa"	ia	121800
19185	"Wayne County, Iowa"	ia	62300
19187	"Webster County, Iowa"	ia	84300
19189	"Winnebago County, Iowa"	ia	91900
19191	"Winneshiek County, Iowa"	ia	151500
19193	"Woodbury County, Iowa"	ia	97900
19195	"Worth County, Iowa"	ia	96900
19197	"Wright County, Iowa"	ia	71700
20001	"Allen County, Kansas"	ks	63300
20003	"Anderson County, Kansas"	ks	96300
20005	"Atchison County, Kansas"	ks	87000
20007	"Barber County, Kansas"	ks	61900
20009	"Barton County, Kansas"	ks	75300
20011	"Bourbon County, Kansas"	ks	78400
20013	"Brown County, Kansas"	ks	77100
20015	"Butler County, Kansas"	ks	127800
20017	"Chase County, Kansas"	ks	81100
20019	"Chautauqua County, Kansas"	ks	46500
20021	"Cherokee County, Kansas"	ks	71600
20023	"Cheyenne County, Kansas"	ks	76700
20025	"Clark County, Kansas"	ks	59800
20027	"Clay County, Kansas"	ks	85700
20029	"Cloud County, Kansas"	ks	66100
20031	"Coffey County, Kansas"	ks	98200
20033	"Comanche County, Kansas"	ks	54100
20035	"Cowley County, Kansas"	ks	80600
20037	"Crawford County, Kansas"	ks	83800
20039	"Decatur County, Kansas"	ks	53500
20041	"Dickinson County, Kansas"	ks	106700
20043	"Doniphan County, Kansas"	ks	83300
20045	"Douglas County, Kansas"	ks	180300
20047	"Edwards County, Kansas"	ks	56500
20049	"Elk County, Kansas"	ks	52100
20051	"Ellis County, Kansas"	ks	138400
20053	"Ellsworth County, Kansas"	ks	73300
20055	"Finney County, Kansas"	ks	109700
20057	"Ford County, Kansas"	ks	88800
20059	"Franklin County, Kansas"	ks	119700
20061	"Geary County, Kansas"	ks	136500
20063	"Gove County, Kansas"	ks	71500
20065	"Graham County, Kansas"	ks	63800
20067	"Grant County, Kansas"	ks	90900
20069	"Gray County, Kansas"	ks	105900
20071	"Greeley County, Kansas"	ks	78500
20073	"Greenwood County, Kansas"	ks	56800
20075	"Hamilton County, Kansas"	ks	75100
20077	"Harper County, Kansas"	ks	66100
20079	"Harvey County, Kansas"	ks	111600
20081	"Haskell County, Kansas"	ks	103300
20083	"Hodgeman County, Kansas"	ks	76500
20085	"Jackson County, Kansas"	ks	118200
20087	"Jefferson County, Kansas"	ks	125800
20089	"Jewell County, Kansas"	ks	56500
20091	"Johnson County, Kansas"	ks	210900
20093	"Kearny County, Kansas"	ks	91700
20095	"Kingman County, Kansas"	ks	86700
20097	"Kiowa County, Kansas"	ks	102800
20099	"Labette County, Kansas"	ks	66100
20101	"Lane County, Kansas"	ks	58200
20103	"Leavenworth County, Kansas"	ks	165800
20105	"Lincoln County, Kansas"	ks	63500
20107	"Linn County, Kansas"	ks	98000
20109	"Logan County, Kansas"	ks	72700
20111	"Lyon County, Kansas"	ks	93100
20113	"McPherson County, Kansas"	ks	124600
20115	"Marion County, Kansas"	ks	83000
20117	"Marshall County, Kansas"	ks	81700
20119	"Meade County, Kansas"	ks	85500
20121	"Miami County, Kansas"	ks	162500
20123	"Mitchell County, Kansas"	ks	74600
20125	"Montgomery County, Kansas"	ks	71200
20127	"Morris County, Kansas"	ks	81900
20129	"Morton County, Kansas"	ks	82100
20131	"Nemaha County, Kansas"	ks	95200
20133	"Neosho County, Kansas"	ks	68900
20135	"Ness County, Kansas"	ks	57200
20137	"Norton County, Kansas"	ks	66000
20139	"Osage County, Kansas"	ks	99000
20141	"Osborne County, Kansas"	ks	51200
20143	"Ottawa County, Kansas"	ks	93400
20145	"Pawnee County, Kansas"	ks	73700
20147	"Phillips County, Kansas"	ks	64400
20149	"Pottawatomie County, Kansas"	ks	153700
20151	"Pratt County, Kansas"	ks	79000
20153	"Rawlins County, Kansas"	ks	66700
20155	"Reno County, Kansas"	ks	90600
20157	"Republic County, Kansas"	ks	49200
20159	"Rice County, Kansas"	ks	74200
20161	"Riley County, Kansas"	ks	170400
20163	"Rooks County, Kansas"	ks	62500
20165	"Rush County, Kansas"	ks	57300
20167	"Russell County, Kansas"	ks	65000
20169	"Saline County, Kansas"	ks	119500
20171	"Scott County, Kansas"	ks	104800
20173	"Sedgwick County, Kansas"	ks	124000
20175	"Seward County, Kansas"	ks	90000
20177	"Shawnee County, Kansas"	ks	120300
20179	"Sheridan County, Kansas"	ks	77900
20181	"Sherman County, Kansas"	ks	74200
20183	"Smith County, Kansas"	ks	60800
20185	"Stafford County, Kansas"	ks	60900
20187	"Stanton County, Kansas"	ks	81000
20189	"Stevens County, Kansas"	ks	86200
20191	"Sumner County, Kansas"	ks	85500
20193	"Thomas County, Kansas"	ks	97200
20195	"Trego County, Kansas"	ks	74500
20197	"Wabaunsee County, Kansas"	ks	112200
20199	"Wallace County, Kansas"	ks	61900
20201	"Washington County, Kansas"	ks	58300
20203	"Wichita County, Kansas"	ks	71100
20205	"Wilson County, Kansas"	ks	63200
20207	"Woodson County, Kansas"	ks	50900
20209	"Wyandotte County, Kansas"	ks	93800
21001	"Adair County, Kentucky"	ky	78600
21003	"Allen County, Kentucky"	ky	96800
21005	"Anderson County, Kentucky"	ky	132300
21007	"Ballard County, Kentucky"	ky	94400
21009	"Barren County, Kentucky"	ky	105400
21011	"Bath County, Kentucky"	ky	65400
21013	"Bell County, Kentucky"	ky	67300
21015	"Boone County, Kentucky"	ky	172700
21017	"Bourbon County, Kentucky"	ky	139900
21019	"Boyd County, Kentucky"	ky	96900
21021	"Boyle County, Kentucky"	ky	130700
21023	"Bracken County, Kentucky"	ky	90700
21025	"Breathitt County, Kentucky"	ky	47400
21027	"Breckinridge County, Kentucky"	ky	82700
21029	"Bullitt County, Kentucky"	ky	145500
21031	"Butler County, Kentucky"	ky	87300
21033	"Caldwell County, Kentucky"	ky	86600
21035	"Calloway County, Kentucky"	ky	114800
21037	"Campbell County, Kentucky"	ky	146300
21039	"Carlisle County, Kentucky"	ky	73800
21041	"Carroll County, Kentucky"	ky	99500
21043	"Carter County, Kentucky"	ky	74500
21045	"Casey County, Kentucky"	ky	70400
21047	"Christian County, Kentucky"	ky	101700
21049	"Clark County, Kentucky"	ky	141000
21051	"Clay County, Kentucky"	ky	57800
21053	"Clinton County, Kentucky"	ky	68000
21055	"Crittenden County, Kentucky"	ky	72500
21057	"Cumberland County, Kentucky"	ky	63400
21059	"Daviess County, Kentucky"	ky	110500
21061	"Edmonson County, Kentucky"	ky	90600
21063	"Elliott County, Kentucky"	ky	71400
21065	"Estill County, Kentucky"	ky	71900
21067	"Fayette County, Kentucky"	ky	165800
21069	"Fleming County, Kentucky"	ky	78700
21071	"Floyd County, Kentucky"	ky	70000
21073	"Franklin County, Kentucky"	ky	139300
21075	"Fulton County, Kentucky"	ky	60400
21077	"Gallatin County, Kentucky"	ky	98400
21079	"Garrard County, Kentucky"	ky	121400
21081	"Grant County, Kentucky"	ky	124300
21083	"Graves County, Kentucky"	ky	85900
21085	"Grayson County, Kentucky"	ky	87700
21087	"Green County, Kentucky"	ky	70100
21089	"Greenup County, Kentucky"	ky	92000
21091	"Hancock County, Kentucky"	ky	90800
21093	"Hardin County, Kentucky"	ky	140600
21095	"Harlan County, Kentucky"	ky	52000
21097	"Harrison County, Kentucky"	ky	109400
21099	"Hart County, Kentucky"	ky	78900
21101	"Henderson County, Kentucky"	ky	99400
21103	"Henry County, Kentucky"	ky	123300
21105	"Hickman County, Kentucky"	ky	62400
21107	"Hopkins County, Kentucky"	ky	83300
21109	"Jackson County, Kentucky"	ky	62100
21111	"Jefferson County, Kentucky"	ky	149100
21113	"Jessamine County, Kentucky"	ky	154300
21115	"Johnson County, Kentucky"	ky	78700
21117	"Kenton County, Kentucky"	ky	144300
21119	"Knott County, Kentucky"	ky	59600
21121	"Knox County, Kentucky"	ky	71400
21123	"Larue County, Kentucky"	ky	101000
21125	"Laurel County, Kentucky"	ky	91300
21127	"Lawrence County, Kentucky"	ky	80200
21129	"Lee County, Kentucky"	ky	62200
21131	"Leslie County, Kentucky"	ky	44700
21133	"Letcher County, Kentucky"	ky	54900
21135	"Lewis County, Kentucky"	ky	59900
21137	"Lincoln County, Kentucky"	ky	88500
21139	"Livingston County, Kentucky"	ky	74400
21141	"Logan County, Kentucky"	ky	89100
21143	"Lyon County, Kentucky"	ky	105500
21145	"McCracken County, Kentucky"	ky	117200
21147	"McCreary County, Kentucky"	ky	65000
21149	"McLean County, Kentucky"	ky	79000
21151	"Madison County, Kentucky"	ky	141100
21153	"Magoffin County, Kentucky"	ky	43700
21155	"Marion County, Kentucky"	ky	100200
21157	"Marshall County, Kentucky"	ky	101800
21159	"Martin County, Kentucky"	ky	84400
21161	"Mason County, Kentucky"	ky	99000
21163	"Meade County, Kentucky"	ky	120500
21165	"Menifee County, Kentucky"	ky	77300
21167	"Mercer County, Kentucky"	ky	128400
21169	"Metcalfe County, Kentucky"	ky	78800
21171	"Monroe County, Kentucky"	ky	72300
21173	"Montgomery County, Kentucky"	ky	109300
21175	"Morgan County, Kentucky"	ky	74500
21177	"Muhlenberg County, Kentucky"	ky	79500
21179	"Nelson County, Kentucky"	ky	124500
21181	"Nicholas County, Kentucky"	ky	84900
21183	"Ohio County, Kentucky"	ky	78800
21185	"Oldham County, Kentucky"	ky	245700
21187	"Owen County, Kentucky"	ky	96800
21189	"Owsley County, Kentucky"	ky	56200
21191	"Pendleton County, Kentucky"	ky	105000
21193	"Perry County, Kentucky"	ky	65600
21195	"Pike County, Kentucky"	ky	66400
21197	"Powell County, Kentucky"	ky	77800
21199	"Pulaski County, Kentucky"	ky	106700
21201	"Robertson County, Kentucky"	ky	81900
21203	"Rockcastle County, Kentucky"	ky	74800
21205	"Rowan County, Kentucky"	ky	96700
21207	"Russell County, Kentucky"	ky	86600
21209	"Scott County, Kentucky"	ky	161300
21211	"Shelby County, Kentucky"	ky	165000
21213	"Simpson County, Kentucky"	ky	115200
21215	"Spencer County, Kentucky"	ky	170300
21217	"Taylor County, Kentucky"	ky	96800
21219	"Todd County, Kentucky"	ky	85000
21221	"Trigg County, Kentucky"	ky	115000
21223	"Trimble County, Kentucky"	ky	107300
21225	"Union County, Kentucky"	ky	74900
21227	"Warren County, Kentucky"	ky	140700
21229	"Washington County, Kentucky"	ky	107300
21231	"Wayne County, Kentucky"	ky	80500
21233	"Webster County, Kentucky"	ky	70500
21235	"Whitley County, Kentucky"	ky	71500
21237	"Wolfe County, Kentucky"	ky	52800
21239	"Woodford County, Kentucky"	ky	185900
22001	"Acadia Parish, Louisiana"	la	88600
22003	"Allen Parish, Louisiana"	la	79600
22005	"Ascension Parish, Louisiana"	la	167400
22007	"Assumption Parish, Louisiana"	la	98100
22009	"Avoyelles Parish, Louisiana"	la	86600
22011	"Beauregard Parish, Louisiana"	la	93900
22013	"Bienville Parish, Louisiana"	la	58100
22015	"Bossier Parish, Louisiana"	la	146300
22017	"Caddo Parish, Louisiana"	la	121700
22019	"Calcasieu Parish, Louisiana"	la	118300
22021	"Caldwell Parish, Louisiana"	la	66200
22023	"Cameron Parish, Louisiana"	la	112900
22025	"Catahoula Parish, Louisiana"	la	68500
22027	"Claiborne Parish, Louisiana"	la	70500
22029	"Concordia Parish, Louisiana"	la	75000
22031	"De Soto Parish, Louisiana"	la	87900
22033	"East Baton Rouge Parish, Louisiana"	la	166000
22035	"East Carroll Parish, Louisiana"	la	48500
22037	"East Feliciana Parish, Louisiana"	la	116600
22039	"Evangeline Parish, Louisiana"	la	80000
22041	"Franklin Parish, Louisiana"	la	75200
22043	"Grant Parish, Louisiana"	la	78300
22045	"Iberia Parish, Louisiana"	la	101200
22047	"Iberville Parish, Louisiana"	la	93300
22049	"Jackson Parish, Louisiana"	la	77800
22051	"Jefferson Parish, Louisiana"	la	172500
22053	"Jefferson Davis Parish, Louisiana"	la	86600
22055	"Lafayette Parish, Louisiana"	la	162500
22057	"Lafourche Parish, Louisiana"	la	126500
22059	"LaSalle Parish, Louisiana"	la	73900
22061	"Lincoln Parish, Louisiana"	la	116900
22063	"Livingston Parish, Louisiana"	la	152500
22065	"Madison Parish, Louisiana"	la	69500
22067	"Morehouse Parish, Louisiana"	la	74600
22069	"Natchitoches Parish, Louisiana"	la	97200
22071	"Orleans Parish, Louisiana"	la	183700
22073	"Ouachita Parish, Louisiana"	la	118200
22075	"Plaquemines Parish, Louisiana"	la	176900
22077	"Pointe Coupee Parish, Louisiana"	la	113100
22079	"Rapides Parish, Louisiana"	la	120400
22081	"Red River Parish, Louisiana"	la	78700
22083	"Richland Parish, Louisiana"	la	76900
22085	"Sabine Parish, Louisiana"	la	75300
22087	"St. Bernard Parish, Louisiana"	la	127200
22089	"St. Charles Parish, Louisiana"	la	186400
22091	"St. Helena Parish, Louisiana"	la	80600
22093	"St. James Parish, Louisiana"	la	125000
22095	"St. John the Baptist Parish, Louisiana"	la	149900
22097	"St. Landry Parish, Louisiana"	la	83600
22099	"St. Martin Parish, Louisiana"	la	97300
22101	"St. Mary Parish, Louisiana"	la	88800
22103	"St. Tammany Parish, Louisiana"	la	194500
22105	"Tangipahoa Parish, Louisiana"	la	135400
22107	"Tensas Parish, Louisiana"	la	58900
22109	"Terrebonne Parish, Louisiana"	la	131600
22111	"Union Parish, Louisiana"	la	79700
22113	"Vermilion Parish, Louisiana"	la	96400
22115	"Vernon Parish, Louisiana"	la	90800
22117	"Washington Parish, Louisiana"	la	81900
22119	"Webster Parish, Louisiana"	la	79300
22121	"West Baton Rouge Parish, Louisiana"	la	141900
22123	"West Carroll Parish, Louisiana"	la	68500
22125	"West Feliciana Parish, Louisiana"	la	196300
22127	"Winn Parish, Louisiana"	la	64300
23001	"Androscoggin County, Maine"	me	154800
23003	"Aroostook County, Maine"	me	90800
23005	"Cumberland County, Maine"	me	241800
23007	"Franklin County, Maine"	me	132400
23009	"Hancock County, Maine"	me	198300
23011	"Kennebec County, Maine"	me	152800
23013	"Knox County, Maine"	me	195700
23015	"Lincoln County, Maine"	me	208000
23017	"Oxford County, Maine"	me	137200
23019	"Penobscot County, Maine"	me	137700
23021	"Piscataquis County, Maine"	me	105000
23023	"Sagadahoc County, Maine"	me	189700
23025	"Somerset County, Maine"	me	111100
23027	"Waldo County, Maine"	me	156000
23029	"Washington County, Maine"	me	103500
23031	"York County, Maine"	me	227800
24001	"Allegany County, Maryland"	md	121300
24003	"Anne Arundel County, Maryland"	md	340000
24005	"Baltimore County, Maryland"	md	253300
24009	"Calvert County, Maryland"	md	357000
24011	"Caroline County, Maryland"	md	212800
24013	"Carroll County, Maryland"	md	325900
24015	"Cecil County, Maryland"	md	254800
24017	"Charles County, Maryland"	md	297900
24019	"Dorchester County, Maryland"	md	191100
24021	"Frederick County, Maryland"	md	307000
24023	"Garrett County, Maryland"	md	168600
24025	"Harford County, Maryland"	md	281800
24027	"Howard County, Maryland"	md	428100
24029	"Kent County, Maryland"	md	258200
24031	"Montgomery County, Maryland"	md	446300
24033	"Prince George's County, Maryland"	md	269800
24035	"Queen Anne's County, Maryland"	md	348100
24037	"St. Mary's County, Maryland"	md	304700
24039	"Somerset County, Maryland"	md	153600
24041	"Talbot County, Maryland"	md	327400
24043	"Washington County, Maryland"	md	206100
24045	"Wicomico County, Maryland"	md	181900
24047	"Worcester County, Maryland"	md	253400
24510	"Baltimore city, Maryland"	md	157900
25001	"Barnstable County, Massachusetts"	ma	366700
25003	"Berkshire County, Massachusetts"	ma	206600
25005	"Bristol County, Massachusetts"	ma	278100
25007	"Dukes County, Massachusetts"	ma	665300
25009	"Essex County, Massachusetts"	ma	349400
25011	"Franklin County, Massachusetts"	ma	219500
25013	"Hampden County, Massachusetts"	ma	197900
25015	"Hampshire County, Massachusetts"	ma	262600
25017	"Middlesex County, Massachusetts"	ma	398200
25019	"Nantucket County, Massachusetts"	ma	929700
25021	"Norfolk County, Massachusetts"	ma	391100
25023	"Plymouth County, Massachusetts"	ma	332100
25025	"Suffolk County, Massachusetts"	ma	358700
25027	"Worcester County, Massachusetts"	ma	259200
26001	"Alcona County, Michigan"	mi	102800
26003	"Alger County, Michigan"	mi	117100
26005	"Allegan County, Michigan"	mi	140200
26007	"Alpena County, Michigan"	mi	96400
26009	"Antrim County, Michigan"	mi	141300
26011	"Arenac County, Michigan"	mi	90200
26013	"Baraga County, Michigan"	mi	84000
26015	"Barry County, Michigan"	mi	133900
26017	"Bay County, Michigan"	mi	93800
26019	"Benzie County, Michigan"	mi	149700
26021	"Berrien County, Michigan"	mi	129300
26023	"Branch County, Michigan"	mi	98000
26025	"Calhoun County, Michigan"	mi	98300
26027	"Cass County, Michigan"	mi	124800
26029	"Charlevoix County, Michigan"	mi	151400
26031	"Cheboygan County, Michigan"	mi	112500
26033	"Chippewa County, Michigan"	mi	101600
26035	"Clare County, Michigan"	mi	80000
26037	"Clinton County, Michigan"	mi	156300
26039	"Crawford County, Michigan"	mi	96400
26041	"Delta County, Michigan"	mi	100200
26043	"Dickinson County, Michigan"	mi	85500
26045	"Eaton County, Michigan"	mi	138300
26047	"Emmet County, Michigan"	mi	167700
26049	"Genesee County, Michigan"	mi	91700
26051	"Gladwin County, Michigan"	mi	103300
26053	"Gogebic County, Michigan"	mi	66800
26055	"Grand Traverse County, Michigan"	mi	168300
26057	"Gratiot County, Michigan"	mi	86600
26059	"Hillsdale County, Michigan"	mi	103700
26061	"Houghton County, Michigan"	mi	88400
26063	"Huron County, Michigan"	mi	96100
26065	"Ingham County, Michigan"	mi	120500
26067	"Ionia County, Michigan"	mi	111000
26069	"Iosco County, Michigan"	mi	90300
26071	"Iron County, Michigan"	mi	75100
26073	"Isabella County, Michigan"	mi	119800
26075	"Jackson County, Michigan"	mi	112800
26077	"Kalamazoo County, Michigan"	mi	136700
26079	"Kalkaska County, Michigan"	mi	98800
26081	"Kent County, Michigan"	mi	137500
26083	"Keweenaw County, Michigan"	mi	101700
26085	"Lake County, Michigan"	mi	79700
26087	"Lapeer County, Michigan"	mi	137600
26089	"Leelanau County, Michigan"	mi	235600
26091	"Lenawee County, Michigan"	mi	116900
26093	"Livingston County, Michigan"	mi	183100
26095	"Luce County, Michigan"	mi	79400
